,Algorithm,CoinName,FullName,FullyPremined,Id,ImageUrl,Name,PreMinedValue,ProofType,SortOrder,Sponsored,Symbol,TotalCoinSupply,TotalCoinsFreeFloat,Url
LVG,N/A,Leverage Coin,Leverage Coin (LVG),0,38312,/media/1382094/lvg.png,LVG,N/A,N/A,1005,False,LVG,26000,N/A,/coins/lvg/overview
LVL*,N/A,LevelNet Token,LevelNet Token (LVL*),0,836048,/media/30001870/lvl.png,LVL*,N/A,N/A,2502,False,LVL*,1500000000,N/A,/coins/lvlstar/overview
LWF,DPoS,Local World Forwarders,Local World Forwarders (LWF),0,677648,/media/20780794/lwf.png,LWF,N/A,DPoS,2086,False,LWF,100000000,N/A,/coins/lwf/overview
LXC,X11,LibrexCoin,LibrexCoin (LXC),0,4556,/media/20045/lxc.png,LXC,N/A,PoW/PoS,152,False,LXC,1000000,N/A,/coins/lxc/overview
LYB,Lyra2RE,LyraBar,LyraBar (LYB),0,13281,/media/20339/lyb.png,LYB,N/A,PoW/PoS,476,False,LYB,0,N/A,/coins/lyb/overview
LYC,Scrypt,LycanCoin,LycanCoin (LYC),0,4557,/media/19785/lyc.png,LYC,N/A,PoW,153,False,LYC,4950000000,N/A,/coins/lyc/overview
LYK,N/A,Loyakk Vega,Loyakk Vega (LYK),0,765465,/media/30002217/lykk.jpg,LYK,N/A,N/A,2261,False,LYK,177000000,N/A,/coins/lyk/overview
LYM,N/A,Lympo,Lympo (LYM),0,767260,/media/27010755/lym.png,LYM,N/A,N/A,2275,False,LYM,1000000000,N/A,/coins/lym/overview
M1,X13,SupplyShock,SupplyShock (M1),0,6115,/media/19808/mrs.png,M1,N/A,PoW/PoS,402,False,M1,0,N/A,/coins/m1/overview
MAC,Time Travel,MachineCoin,MachineCoin (MAC),0,41962,/media/1382368/mac.png,MAC,N/A,PoW,1040,False,MAC,35000000,N/A,/coins/mac/overview
MAD*,PoS,SatoshiMadness,SatoshiMadness (MAD*),0,131079,/media/1383556/mad.png,MAD*,N/A,PoS,1255,False,MAD*,2000000000,N/A,/coins/madstar/overview
MAG,X11,Magnet,Magnet (MAG),0,404752,/media/16404853/mag.png,MAG,N/A,PoW/PoS,1882,False,MAG,144000000,N/A,/coins/mag/overview
MAG*,N/A,Magos,Magos (MAG*),0,235993,/media/9350711/mag.png,MAG*,N/A,N/A,1507,False,MAG*,50123377,N/A,/coins/magstar/overview
MAG**,N/A,Maggie Token,Maggie Token (MAG**),0,778961,/media/27010851/mag.png,MAG**,N/A,N/A,2337,False,MAG**,3200000000,N/A,/coins/magstarstar/overview
MAID,N/A,MaidSafe Coin,MaidSafe Coin (MAID),0,5293,/media/352247/maid.png,MAID,N/A,N/A,262,False,MAID,452552412,N/A,/coins/maid/overview
MAN,Scrypt,People,People (MAN),0,446051,/media/16746574/man.png,MAN,N/A,PoW,1940,False,MAN,7500000000,N/A,/coins/man/overview
MAN*,N/A,Matrix AI Network,Matrix AI Network (MAN*),0,732161,/media/27010516/man.png,MAN*,N/A,N/A,2187,False,MAN*,250000000,N/A,/coins/manstar/overview
MANA,N/A,Decentraland,Decentraland (MANA),0,199148,/media/1383903/mana.png,MANA,N/A,N/A,1415,False,MANA,2805886393.1583,N/A,/coins/mana/overview
MANNA,SHA256,Manna,Manna (MANNA),0,836189,/media/30001876/manna.jpg,MANNA,N/A,PoW,2505,False,MANNA,10044655075.56243680,N/A,/coins/manna/overview
MAPC,X11,MapCoin,MapCoin (MAPC),0,12223,/media/20710/mapc.png,MAPC,N/A,PoS,467,False,MAPC,2228921.184,N/A,/coins/mapc/overview
MAR,X11,MarijuanaCoin,MarijuanaCoin (MAR),0,43814,/media/1382577/mar.png,MAR,N/A,PoW/PoS,1077,False,MAR,N/A,N/A,/coins/mar/overview
MARS,X11,MarsCoin ,MarsCoin  (MARS),0,6109,/media/19808/mrs.png,MARS,N/A,PoW,396,False,MARS,33000000,N/A,/coins/mars/overview
MARV,Scrypt,Marvelous,Marvelous (MARV),0,22428,/media/351099/marv.png,MARV,N/A,PoW,669,False,MARV,400000000,N/A,/coins/marv/overview
MARX,X11,MarxCoin,MarxCoin (MARX),0,43818,/media/1382578/marx.png,MARX,N/A,PoW,1078,False,MARX,100640000,N/A,/coins/marx/overview
MARYJ,X15,MaryJane Coin,MaryJane Coin (MARYJ),0,5363,/media/20343/maryj.png,MARYJ,N/A,PoW/PoS,331,False,MARYJ,0,N/A,/coins/maryj/overview
MASP,N/A,Market.space,Market.space (MASP),0,849711,/media/30002079/masp.png,MASP,N/A,N/A,2569,False,MASP,N/A,N/A,/coins/masp/overview
MASS,N/A,Mass.Cloud,Mass.Cloud (MASS),0,184135,/media/1383781/mass.png,MASS,N/A,N/A,1339,False,MASS,N/A,N/A,/coins/mass/overview
MAT,N/A,MiniApps,MiniApps (MAT),0,320036,/media/12318162/mat.png,MAT,N/A,PoW,1626,False,MAT,10624482.461137533912144041,N/A,/coins/mat/overview
MAT*,Scrypt,Manet Coin,Manet Coin (MAT*),0,108094,/media/1383371/mat.png,MAT*,N/A,PoW/PoS,1239,False,MAT*,215000000,N/A,/coins/matstar/overview
MAX,SHA3,MaxCoin,MaxCoin (MAX),0,4558,/media/19786/max.png,MAX,N/A,PoW/PoS,154,False,MAX,100000000,N/A,/coins/max/overview
MAY,SHA256,Theresa May Coin,Theresa May Coin (MAY),0,348094,/media/12318380/may.png,MAY,N/A,PoW/PoS,1733,False,MAY,100000000,N/A,/coins/may/overview
MBC,Scrypt,My Big Coin,My Big Coin (MBC),0,753824,/media/27010620/mbc_logo.png,MBC,N/A,PoW and PoS,2224,False,MBC,30000000,N/A,/coins/mbc/overview
MBI,N/A,Monster Byte Inc,Monster Byte Inc (MBI),0,180539,/media/1383759/mbi.png,MBI,N/A,N/A,1320,False,MBI,40000000,N/A,/coins/mbi/overview
MBIT,Scrypt,Mbitbooks,Mbitbooks (MBIT),0,55547,/media/1382793/mbit.png,MBIT,N/A,PoW,1133,False,MBIT,81000000,N/A,/coins/mbit/overview
MBRS,N/A,Embers,Embers (MBRS),0,221350,/media/1384010/mbrs.png,MBRS,N/A,N/A,1456,False,MBRS,50000000,N/A,/coins/mbrs/overview
MBT,N/A,Multibot,Multibot (MBT),0,330003,/media/12318238/mbt.png,MBT,N/A,N/A,1658,False,MBT,25000000,N/A,/coins/mbt/overview
MC,N/A,Mass Coin,Mass Coin (MC),0,27594,/media/351428/mc.png,MC,N/A,N/A,721,False,MC,1000000000000,N/A,/coins/mc/overview
MCAP,N/A,MCAP,MCAP (MCAP),0,131154,/media/1383559/mcap.png,MCAP,N/A,N/A,1258,False,MCAP,100000000,N/A,/coins/mcap/overview
MCAR,Scrypt,MasterCar,MasterCar (MCAR),0,45612,/media/1382659/mcar.png,MCAR,N/A,PoW/PoS,1102,False,MCAR,2991837,N/A,/coins/mcar/overview
MCI,N/A,Musiconomi,Musiconomi (MCI),0,338415,/media/12318289/mci.png,MCI,N/A,N/A,1681,False,MCI,100000000,N/A,/coins/mci/overview
MCN,CryptoNight,MonetaVerde,MonetaVerde (MCN),0,7636,/media/20346/mcn.png,MCN,N/A,PoW,443,False,MCN,N/A,N/A,/coins/mcn/overview
MCO,N/A,Monaco,Monaco (MCO),0,166548,/media/1383653/mco.jpg,MCO,N/A,N/A,1275,False,MCO,31587682.3632061,N/A,/coins/mco/overview
MCRN,PoS,MacronCoin,MacronCoin (MCRN),0,67430,/media/1383111/mcrn.png,MCRN,N/A,PoS,1187,False,MCRN,400000000,N/A,/coins/mcrn/overview
MCT,Ethash,1717 Masonic Commemorative Token,1717 Masonic Commemorative Token (MCT),0,753511,/media/27010616/1717mct_logo.png,MCT,N/A,PoS,2221,False,MCT,1618033,N/A,/coins/mct/overview
MCU,N/A,MediChain,MediChain (MCU),0,714167,/media/27010445/mcu.png,MCU,N/A,N/A,2140,False,MCU,100000000,N/A,/coins/mcu/overview
MDA,N/A,Moeda,Moeda (MDA),0,341279,/media/12318340/mda.png,MDA,N/A,N/A,1709,False,MDA,19628888,N/A,/coins/mda/overview
MDC,Scrypt,MedicCoin,MedicCoin (MDC),0,28128,/media/351500/mdc.png,MDC,N/A,PoW/PoS,737,False,MDC,33000000,N/A,/coins/mdc/overview
MDC*,Scrypt,MadCoin,MadCoin (MDC*),0,373980,/media/14913531/mdc.png,MDC*,N/A,PoW,1811,False,MDC*,10000000,N/A,/coins/mdcstar/overview
MDL*,N/A,Modulum,Modulum (MDL*),0,364051,/media/14913435/mdl-ico.png,MDL*,N/A,N/A,1771,False,MDL*,35100000,N/A,/coins/mdlstar/overview
MDS,N/A,MediShares,MediShares (MDS),0,667050,/media/20780773/ipnvhhke_400x400.jpg,MDS,N/A,N/A,2067,False,MDS,2000000000,N/A,/coins/mds/overview
MDT,SHA256,Midnight,Midnight (MDT),0,33004,/media/351989/mdt.png,MDT,N/A,PoW/PoS,895,False,MDT,N/A,N/A,/coins/mdt/overview
MDT*,N/A,Measurable Data Token ,Measurable Data Token  (MDT*),0,714866,/media/27010451/mdt.png,MDT*,N/A,N/A,2143,False,MDT*,1000000000,N/A,/coins/mdtstar/overview
MDX,N/A,Midex,Midex (MDX),0,808364,/media/30001662/mdx.jpg,MDX,N/A,N/A,2445,False,MDX,75000000,N/A,/coins/mdx/overview
MEC,Scrypt,MegaCoin,MegaCoin (MEC),0,4559,/media/19789/mec.png,MEC,N/A,PoW,155,False,MEC,42000000,N/A,/coins/mec/overview
MED,HybridScryptHash256,MediterraneanCoin,MediterraneanCoin (MED),0,4560,/media/20046/med.png,MED,N/A,PoW,156,False,MED,200000000,N/A,/coins/med/overview
MED*,N/A,MediBloc,MediBloc (MED*),0,542140,/media/16746766/med.png,MED*,N/A,N/A,1995,False,MED*,10000000000,N/A,/coins/medstar/overview
MEDI,N/A,MediBond,MediBond (MEDI),0,233044,/media/1384051/medi.png,MEDI,N/A,N/A,1495,False,MEDI,250000000,N/A,/coins/medi/overview
MEDIC,Scrypt,MedicCoin,MedicCoin (MEDIC),0,855870,/media/30002146/medic.jpg,MEDIC,N/A,PoS,2597,False,MEDIC,500000000,N/A,/coins/medic/overview
MEE,N/A,CoinMeet,CoinMeet (MEE),0,836124,/media/30001874/mee.jpg,MEE,N/A,N/A,2503,False,MEE,400000000,N/A,/coins/mee/overview
MEGA,N/A,MegaFlash,MegaFlash (MEGA),1,33393,/media/352020/mega.png,MEGA,N/A,N/A,906,False,MEGA,300000,N/A,/coins/mega/overview
MEME,X11,Pepe,Pepe (MEME),0,20825,/media/1383050/pepecoin-512.png,MEME,N/A,PoW/PoS,578,False,MEME,N/A,N/A,/coins/meme/overview
MEOW,Scrypt,Kittehcoin,Kittehcoin (MEOW),0,431370,/media/16746539/meow.png,MEOW,N/A,PoW,1926,False,MEOW,25000000000,N/A,/coins/meow/overview
MER,N/A,Mercury,Mercury (MER),1,61138,/media/14913628/mer.png,MER,N/A,N/A,1169,False,MER,100000000,N/A,/coins/mer/overview
MET,N/A,Memessenger,Memessenger (MET),0,221605,/media/1384013/met1.png,MET,N/A,N/A,1458,False,MET,10000000,N/A,/coins/met/overview
METAL,Scrypt,MetalCoin,MetalCoin (METAL),0,5373,/media/20359/metal.png,METAL,N/A,PoW,341,False,METAL,0,N/A,/coins/metal/overview
MFG,N/A,SyncFab,SyncFab (MFG),0,683500,/media/25792563/mfg.png,MFG,N/A,N/A,2092,False,MFG,1000000000,N/A,/coins/mfg/overview
MG,SHA256,Mind Gene,Mind Gene (MG),0,29001,/media/351588/mg.png,MG,N/A,PoW/PoS,788,False,MG,7500000000,N/A,/coins/mg/overview
MGN,Quark,MagnaCoin,MagnaCoin (MGN),0,675758,/media/20780788/mgn.png,MGN,N/A,N/A,2081,False,MGN,30000000 ,N/A,/coins/mgn/overview
MGO,N/A,MobileGo,MobileGo (MGO),0,55650,/media/1382798/mgo.png,MGO,N/A,N/A,1135,False,MGO,100000000,N/A,/coins/mgo/overview
MI,Scrypt,XiaoMiCoin,XiaoMiCoin (MI),0,12225,/media/20711/mi.png,MI,N/A,PoW/PoS,468,False,MI,400000000,N/A,/coins/mi/overview
MIL,X11,Milllionaire Coin,Milllionaire Coin (MIL),0,7581,/media/20354/mil.png,MIL,N/A,PoW/PoS,429,False,MIL,0,N/A,/coins/mil/overview
MILO,Scrypt,MiloCoin,MiloCoin (MILO),0,74924,/media/1383236/milo.png,MILO,N/A,PoW/PoS,1209,False,MILO,N/A,N/A,/coins/milo/overview
MIN,X11,Minerals Coin,Minerals Coin (MIN),0,4561,/media/19793/min.png,MIN,N/A,PoW/PoS,157,False,MIN,1000000,N/A,/coins/min/overview
MINE,Scrypt,Instamine Nuggets,Instamine Nuggets (MINE),0,5379,/media/20356/mine.png,MINE,N/A,PoW,347,False,MINE,21649485,N/A,/coins/mine/overview
MINEX,N/A,Minex,Minex (MINEX),0,235021,/media/9350702/minex.png,MINEX,N/A,N/A,1504,False,MINEX,30000000,N/A,/coins/minex/overview
MINT,Scrypt,MintCoin,MintCoin (MINT),0,4562,/media/19797/mint.png,MINT,N/A,PoS,158,False,MINT,0,N/A,/coins/mint/overview
MINT*,Ethash,Mineable Token,Mineable Token (MINT*),0,769735,/media/27010780/mint2.png,MINT*,N/A,N/A,2292,False,MINT*,N/A,N/A,/coins/mintstar/overview
MIO,N/A,Miner One token,Miner One token (MIO),0,845211,/media/30001998/mio.png,MIO,N/A,N/A,2545,False,MIO,350000000,N/A,/coins/mio/overview
MIS,X11,MIScoin,MIScoin (MIS),0,37190,/media/1381981/mis.png,MIS,N/A,PoW/PoS,984,False,MIS,25000000,N/A,/coins/mis/overview
MITH,N/A,Mithril,Mithril (MITH),0,847172,/media/30002012/mith.jpg,MITH,N/A,PoS,2548,False,MITH,1000000000,N/A,/coins/mith/overview
MITx,N/A,Morpheus Infrastructure Token,Morpheus Infrastructure Token (MITx),0,879004,/media/32655903/mitx.jpg,MITx,N/A,N/A,2698,False,MITx,1000000000,N/A,/coins/mitx/overview
MIV,Scrypt,MakeItViral,MakeItViral (MIV),0,177759,/media/1383728/miv.png,MIV,N/A,PoW/PoS,1297,False,MIV,N/A,N/A,/coins/miv/overview
MKR,N/A,Maker,Maker (MKR),0,41192,/media/1382296/mkr.png,MKR,N/A,N/A,1032,False,MKR,1000000,N/A,/coins/mkr/overview
MLITE,SHA256D,MeLite,MeLite (MLITE),0,49600,/media/1382725/mlite.png,MLITE,N/A,PoW/PoS,1113,False,MLITE,1.000.000,N/A,/coins/mlite/overview
MLN,N/A,Melon,Melon (MLN),1,45253,/media/1382653/mln.png,MLN,N/A,N/A,1096,False,MLN,749400,N/A,/coins/mln/overview
MLS,N/A,CPROP,CPROP (MLS),0,234707,/media/9350696/mls.png,MLS,N/A,N/A,1500,False,MLS,100000000,N/A,/coins/mls/overview
MLT,N/A,MultiGames,MultiGames (MLT),0,698425,/media/25792620/mlt.png,MLT,N/A,N/A,2116,False,MLT,10000000,N/A,/coins/mlt/overview
MM,X11,MasterMint,MasterMint (MM),0,44959,/media/1382642/mm.jpg,MM,N/A,PoS,1092,False,MM,1500000000,N/A,/coins/mm/overview
MMC,Multiple,MemoryCoin,MemoryCoin (MMC),0,5389,/media/19795/mmc.png,MMC,N/A,PoW,357,False,MMC,10000000,N/A,/coins/mmc/overview
MMNXT,N/A,MMNXT ,MMNXT  (MMNXT),1,23425,/media/351209/nxtasset.png,MMNXT,N/A,N/A,676,False,MMNXT,50000000,N/A,/coins/mmnxt/overview
MMXIV,SHA256,MaieutiCoin,MaieutiCoin (MMXIV),0,5326,/media/19798/mmxiv.png,MMXIV,N/A,PoS,294,False,MMXIV,2014,N/A,/coins/mmxiv/overview
MMXVI,N/A,MMXVI,MMXVI (MMXVI),0,36992,/media/1381972/mmxvi.png,MMXVI,N/A,PoW,981,False,MMXVI,N/A,N/A,/coins/mmxvi/overview
MN,SHA256,Cryptsy Mining Contract,Cryptsy Mining Contract (MN),0,4563,/media/19796/mn1.png,MN,N/A,PoW,159,False,MN,0,N/A,/coins/mn/overview
MNB,X11,MoneyBag,MoneyBag (MNB),0,850772,/media/30002097/mnb.jpg,MNB,N/A,PoS,2578,False,MNB,50000000,N/A,/coins/mnb/overview
MNC,Scrypt,MinCoin,MinCoin (MNC),0,4564,/media/19805/mincoin.png,MNC,N/A,PoW,160,False,MNC,10000000,N/A,/coins/mnc/overview
MND,X11,MindCoin,MindCoin (MND),0,15888,/media/350616/mnd.png,MND,N/A,PoW,488,False,MND,16000000,N/A,/coins/mnd/overview
MNE,N/A,Minereum,Minereum (MNE),0,84831,/media/1383328/mne.png,MNE,N/A,N/A,1230,False,MNE,136576000,N/A,/coins/mne/overview
MNM,X13,Mineum,Mineum (MNM),0,20905,/media/350982/mnm.png,MNM,N/A,PoW/PoS,583,False,MNM,10000000,N/A,/coins/mnm/overview
MNT*,N/A,Media Network Coin,Media Network Coin (MNT*),0,521417,/media/16746688/mnt.png,MNT*,N/A,N/A,1981,False,MNT*,125000000,N/A,/coins/mntstar/overview
MNTP,N/A,GoldMint,GoldMint (MNTP),0,240322,/media/9350745/mntp.png,MNTP,N/A,N/A,1520,False,MNTP,10000000,N/A,/coins/mntp/overview
MNTS,N/A,Mint,Mint (MNTS),0,791211,/media/27010946/mnts.png,MNTS,N/A,N/A,2393,False,MNTS,500000000,N/A,/coins/mnts/overview
MNX,Mars,MinexCoin,MinexCoin (MNX),0,389849,/media/14913648/mnx.png,MNX,N/A,N/A,1860,False,MNX,19000000,N/A,/coins/mnx/overview
MNY,N/A,Monkey,Monkey (MNY),0,208001,/media/1383973/mny.png,MNY,N/A,N/A,1440,False,MNY,1000000000,N/A,/coins/mny/overview
MNZ,Equihash,Monaize,Monaize (MNZ),0,341059,/media/12318336/mnz.png,MNZ,N/A,PoW/DPoW,1706,False,MNZ,257142857,N/A,/coins/mnz/overview
MOAT,N/A,Mother Of All Tokens,Mother Of All Tokens (MOAT),0,811560,/media/30001685/moat.jpg,MOAT,N/A,N/A,2454,False,MOAT,10000000000,N/A,/coins/moat/overview
MOBI,N/A,Mobius,Mobius (MOBI),0,202706,/media/1383921/mobi.png,MOBI,N/A,N/A,1427,False,MOBI,888000000,N/A,/coins/mobi/overview
MOD,N/A,Modum,Modum (MOD),0,345510,/media/12318362/mod.png,MOD,N/A,N/A,1721,False,MOD,18266200,N/A,/coins/mod/overview
MOIN,N/A,MoinCoin,MoinCoin (MOIN),0,20744,/media/350959/moin.png,MOIN,N/A,PoW/PoS,568,False,MOIN,184000000,N/A,/coins/moin/overview
MOJO,PoS,Mojocoin,Mojocoin (MOJO),0,21232,/media/351003/mojo.png,MOJO,N/A,PoS,604,False,MOJO,N/A,N/A,/coins/mojo/overview
MONA,Scrypt,MonaCoin,MonaCoin (MONA),0,5296,/media/19801/mona.png,MONA,N/A,PoW,265,False,MONA,105120000,N/A,/coins/mona/overview
MONETA,Scrypt,Moneta,Moneta (MONETA),0,30364,/media/351749/moneta.png,MONETA,N/A,PoW,849,False,MONETA,184000000,N/A,/coins/moneta/overview
MONEY,Scrypt,MoneyCoin,MoneyCoin (MONEY),0,35681,/media/352249/money.png,MONEY,N/A,PoW/PoS,965,False,MONEY,650659833,N/A,/coins/money/overview
MONK,X11,Monkey Project,Monkey Project (MONK),0,675134,/media/20780785/monk.png,MONK,N/A,PoW/PoS,2078,False,MONK,100000000,N/A,/coins/monk/overview
MOON,Scrypt,MoonCoin,MoonCoin (MOON),0,4346,/media/19802/moon.png,MOON,N/A,PoW,59,False,MOON,384000000000,N/A,/coins/moon/overview
MOOND,Scrypt,Dark Moon,Dark Moon (MOOND),0,28774,/media/351558/moond.png,MOOND,N/A,PoW/PoS,777,False,MOOND,420000000,N/A,/coins/moond/overview
MOS,N/A,MOS Coin,MOS Coin (MOS),0,876007,/media/32655838/mos.jpg,MOS,N/A,N/A,2673,False,MOS,10000000000,N/A,/coins/mos/overview
MOT,N/A,Olympus Labs,Olympus Labs (MOT),0,716659,/media/27010462/mot.png,MOT,N/A,N/A,2151,False,MOT,100000000,N/A,/coins/mot/overview
MOTO,N/A,Motocoin,Motocoin (MOTO),0,41592,/media/1382339/moto.png,MOTO,N/A,PoP,1035,False,MOTO,40000000,N/A,/coins/moto/overview
MPRO,PoS,MediumProject,MediumProject (MPRO),0,21222,/media/350999/mpro.jpg,MPRO,N/A,PoW,600,False,MPRO,250000,N/A,/coins/mpro/overview
MRP,X11,MorpheusCoin,MorpheusCoin (MRP),0,6412,/media/20357/mrp.png,MRP,N/A,PoW,410,False,MRP,3400000,N/A,/coins/mrp/overview
MRP*,N/A,MoneyRebel,MoneyRebel (MRP*),0,866622,/media/30002287/mrp.png,MRP*,N/A,N/A,2660,False,MRP*,1200000000,N/A,/coins/mrpstar/overview
MRS,X11,MarsCoin,MarsCoin (MRS),0,5410,/media/19808/mrs.png,MRS,N/A,PoW,378,False,MRS,33000000,N/A,/coins/mrs/overview
MRSA,X13,MrsaCoin,MrsaCoin (MRSA),0,41116,/media/1382287/msra.png,MRSA,N/A,PoW/PoS,1029,False,MRSA,2100000000,N/A,/coins/mrsa/overview
MRT,N/A,MinersReward,MinersReward (MRT),0,75475,/media/350884/waves_1.png,MRT,N/A,N/A,1212,False,MRT,10000000,N/A,/coins/mrt/overview
MRV,N/A,Macroverse,Macroverse (MRV),0,221349,/media/1384009/mrv.png,MRV,N/A,N/A,1455,False,MRV,668908,N/A,/coins/mrv/overview
MRY,Scrypt,MurrayCoin,MurrayCoin (MRY),0,4566,/media/19807/mry.jpg,MRY,N/A,PoW,162,False,MRY,58000000,N/A,/coins/mry/overview
MSC,Scrypt,MasterCoin,MasterCoin (MSC),1,5394,/media/19814/mst.png,MSC,N/A,PoW,362,False,MSC,619478,N/A,/coins/msc/overview
MSP,N/A,Mothership,Mothership (MSP),0,198408,/media/1383881/c9fobrlr_400x400.jpg,MSP,N/A,N/A,1401,False,MSP,200000000,N/A,/coins/msp/overview
MSR,CryptoNight,Masari,Masari (MSR),0,382536,/media/14913574/msr.png,MSR,N/A,PoW,1838,False,MSR,18500000,N/A,/coins/msr/overview
MST,X11,MustangCoin,MustangCoin (MST),0,28219,/media/351529/mst1.png,MST,N/A,PoW/PoS,748,False,MST,3000000,N/A,/coins/mst/overview
MT,N/A,Mycelium Token,Mycelium Token (MT),0,29378,/media/19453/mycelium.png,MT,N/A,N/A,807,False,MT,5311,N/A,/coins/mt/overview
MT*,N/A,MyToken,MyToken (MT*),0,885623,/media/33187831/mt.png,MT*,N/A,N/A,2718,False,MT*,4000000000,N/A,/coins/mtstar/overview
MTC,N/A,DOCADEMIC,DOCADEMIC (MTC),0,885599,/media/33187828/mtc.png,MTC,N/A,N/A,2717,False,MTC,1000000000,N/A,/coins/mtc/overview
MTH,N/A,Monetha,Monetha (MTH),0,208914,/media/1383976/mth.png,MTH,N/A,N/A,1441,False,MTH,402400000,N/A,/coins/mth/overview
MTK,N/A,Moya Token,Moya Token (MTK),0,319238,/media/12318149/mtk.png,MTK,N/A,N/A,1624,False,MTK,125000000,N/A,/coins/mtk/overview
MTL,N/A,Metal,Metal (MTL),0,179164,/media/1383743/mtl.png,MTL,N/A,PoPP,1308,False,MTL,66588888,N/A,/coins/mtl/overview
MTLM3,Scrypt,Metal Music v3,Metal Music v3 (MTLM3),0,34754,/media/352183/mtmc3.png,MTLM3,N/A,PoW/PoS,949,False,MTLM3,2500000000,N/A,/coins/mtlm3/overview
MTN,N/A,TrackNetToken,TrackNetToken (MTN),0,313967,/media/12318118/mtn.png,MTN,N/A,N/A,1609,False,MTN,100000000,N/A,/coins/mtn/overview
MTN*,N/A,Medicalchain,Medicalchain (MTN*),0,755707,/media/27010631/mtn_logo.png,MTN*,N/A,N/A,2227,False,MTN*,500000000,N/A,/coins/mtnstar/overview
MTR,X11,MasterTraderCoin,MasterTraderCoin (MTR),0,5340,/media/19710/frac.png,MTR,N/A,PoW/PoS,308,False,MTR,10110000,N/A,/coins/mtr/overview
MTRC,N/A,ModulTrade,ModulTrade (MTRC),0,484742,/media/16746642/mtrc.png,MTRC,N/A,N/A,1965,False,MTRC,100000000,N/A,/coins/mtrc/overview
MTX,N/A,Matryx,Matryx (MTX),0,257110,/media/9350793/mtx.png,MTX,N/A,N/A,1554,False,MTX,N/A,N/A,/coins/mtx/overview
MUDRA,X13,MudraCoin,MudraCoin (MUDRA),0,25820,/media/351394/mudra.png,MUDRA,N/A,PoS,704,False,MUDRA,200000000,N/A,/coins/mudra/overview
MUE,Quark,MonetaryUnit,MonetaryUnit (MUE),0,22325,/media/351084/mue.png,MUE,N/A,PoW,655,False,MUE,N/A,N/A,/coins/mue/overview
MUN,SkunkHash,MUNcoin,MUNcoin (MUN),0,764438,/media/27010701/mun.png,MUN,N/A,PoW,2259,False,MUN,16600000,N/A,/coins/mun/overview
MUSIC,Ethash,Musicoin,Musicoin (MUSIC),0,53950,/media/1382783/music.png,MUSIC,N/A,PoW,1130,False,MUSIC,454898394,N/A,/coins/music/overview
MUT,Scrypt,Mutual Coin,Mutual Coin (MUT),0,431229,/media/16746537/mut.png,MUT,N/A,PoW/PoS,1924,False,MUT,1000000000,N/A,/coins/mut/overview
MUU,SHA256,MilkCoin,MilkCoin (MUU),0,84247,/media/1383325/muu.png,MUU,N/A,PoW/PoS ,1227,False,MUU,4500000000,N/A,/coins/muu/overview
MWAT,N/A,RED MegaWatt,RED MegaWatt (MWAT),0,770254,/media/27010794/mwat.jpg,MWAT,N/A,N/A,2303,False,MWAT,700000000,N/A,/coins/mwat/overview
MWC,X11,MultiWallet Coin,MultiWallet Coin (MWC),0,6107,/media/19808/mrs.png,MWC,N/A,PoW/PoS,394,False,MWC,0,N/A,/coins/mwc/overview
MXT,X13,MartexCoin,MartexCoin (MXT),0,53944,/media/1382782/mxt.jpg,MXT,N/A, PoW/PoS,1129,False,MXT,5000000,N/A,/coins/mxt/overview
MYB,N/A,MyBit,MyBit (MYB),0,179345,/media/33187817/myb.jpg,MYB,N/A,N/A,1310,False,MYB,5000000,N/A,/coins/myb/overview
MYC,Scrypt,MayaCoin,MayaCoin (MYC),0,20661,/media/350947/myc.png,MYC,N/A,PoW/PoS,554,False,MYC,250000000,N/A,/coins/myc/overview
MYST,N/A,Mysterium,Mysterium (MYST),0,136190,/media/1383561/myst.png,MYST,N/A,N/A,1259,False,MYST,32433366,N/A,/coins/myst/overview
MYST*,X11,MysteryCoin,MysteryCoin (MYST*),0,4567,/media/20053/myst.png,MYST*,N/A,PoW,163,False,MYST*,32433366,N/A,/coins/myststar/overview
MZC,SHA256,MazaCoin,MazaCoin (MZC),0,4568,/media/19816/mzc.png,MZC,N/A,PoW/PoS,164,False,MZC,2419200000,N/A,/coins/mzc/overview
MZX,N/A,Mosaic Network,Mosaic Network (MZX),0,736230,/media/27010540/mzx.png,MZX,N/A,N/A,2190,False,MZX,1000000000,N/A,/coins/mzx/overview
N7,Scrypt,Number7,Number7 (N7),0,21017,/media/350995/n7.jpg,N7,N/A,PoW,596,False,N7,270967742,N/A,/coins/n7/overview
NAMO,NIST5,NamoCoin,NamoCoin (NAMO),0,348289,/media/12318384/namo.png,NAMO,N/A,PoW/PoS,1737,False,NAMO,1200000000,N/A,/coins/namo/overview
NAN,Scrypt,NanoToken,NanoToken (NAN),0,4569,/media/19821/nan.png,NAN,N/A,PoW,165,False,NAN,80000000,N/A,/coins/nan/overview
NANAS,Scrypt,BananaBits,BananaBits (NANAS),0,6453,/media/20575/nanas.png,NANAS,N/A,PoW/PoS,413,False,NANAS,0,N/A,/coins/nanas/overview
NAS,N/A,Nebulas,Nebulas (NAS),0,619555,/media/20780653/nas.png,NAS,N/A,N/A,2027,False,NAS,100000000,N/A,/coins/nas/overview
